COLLECTION	SPANSTART	TYPE	TEXT
245364	4142	Sdeprel	punct cc mark nmod obl advcl advmod obj xcomp _ _ _ _ _ _ cc acl obj conj punct advmod root obl case amod nsubj punct
			
700681	54429	O	13  OTE telefonitariifide otsene võrdlemine ühenduse keskmisega ( mis ei ole kaalutud keskmine ) ei oleks otstarbekas , sest ühenduse 15 telekommunikatsioonioperaatori tariifistruktuurid on ikka veel väga erinevad ja peale selle tasakaalustatakse praegu tariife .
700681	54429	S	13 OTE telefonitariifide otsene võrdlemine ühenduse keskmisega ei oleks otstarbekas , sest ühenduse 15 telekommunikatsioonioperaatori tariifistruktuurid on ikka veel väga erinevad ja peale selle tasakaalustatakse praegu tariife .
700681	54429	Odeprel	nummod nmod nmod amod nsubj:cop nmod amod punct obj aux aux parataxis obj punct aux cop root punct mark nmod nummod nmod nsubj:cop cop advmod advmod advmod advcl cc case obl conj advmod obj punct
700681	54429	Sdeprel	nummod nmod nmod amod nsubj:cop obl amod _ _ _ _ _ _ _ aux cop root punct mark nmod nummod nmod nsubj:cop cop advmod advmod advmod advcl cc case obl conj advmod obj punct
			
406449	2345	O	Lisaks sellele jääb operaatorfirma kanda umbes 80 miljardi frangi ( 188,6 miljardit krooni ) eest kohustusi .
406449	2345	S	Lisaks sellele jääb operaatorfirma kanda umbes 80 miljardi frangi eest kohustusi .
406449	2345	Odeprel	obl nmod root nsubj csubj advmod compound nummod nmod punct compound nummod parataxis punct case obj punct
406449	2345	Sdeprel	obl nmod root nsubj xcomp advmod compound nummod obl _ _ _ _ _ case obj punct
			
3953	232105	O	Diagnoos eeldab seoste hoolikat tundmaõppimist järgnevate punktide ( a ) , ( b ) ja ( c ) vahel :
3953	232105	S	Diagnoos eeldab seoste hoolikat tundmaõppimist järgnevate punktide , ja vahel :
3953	232105	Odeprel	nsubj root nmod amod obj acl nmod punct parataxis punct punct punct parataxis punct cc punct parataxis punct case punct
3953	232105	Sdeprel	nsubj root nmod amod obj acl nmod _ _ _ punct _ _ _ cc _ _ _ conj punct
			
432374	640	O	Luc Besson ( 1959 ) on Léos Caraxi või näiteks Alain Corneau' ( “ Kõik elu hommikud ” ) , Jean-Pierre Jounet' ja Marc Caro ( “ Delikatessid ” ) ning Jean-Jacques Annaud' ( “ Roosi nimi ” ) kõrval vaieldamatult prantsuse nüüdisfilmi väljapaistvamaid esindajaid .
432374	640	S	Luc Besson on Léos Caraxi või näiteks Alain Corneau ' , Jean-Pierre Jounet ' ja Marc Caro ning Jean-Jacques Annaud ' kõrval vaieldamatult prantsuse nüüdisfilmi väljapaistvamaid esindajaid .
432374	640	Odeprel	nsubj:cop flat punct parataxis punct cop root flat cc conj nsubj:cop flat punct punct punct det nmod parataxis punct punct punct conj flat punct cc conj flat punct punct parataxis punct punct cc conj flat punct punct punct nmod parataxis punct punct case advmod amod nmod amod orphan punct
432374	640	Sdeprel	nsubj:cop flat _ _ _ cop nmod flat cc conj nmod flat flat _ _ _ _ _ _ _ punct conj flat punct cc conj flat _ _ _ _ _ cc conj flat punct _ _ _ _ _ _ case advmod amod nmod amod root punct
			
399088	2626	O	“ Kui luba ei küsita , leiab härra Saks ( Tõnu Saks - Harju kriminaalpolitsei komissar , toim. ) kellegi jälle Männiku karjäärist , ” kinnitab Karpender .
399088	2626	S	“ Kui luba ei küsita , leiab härra Saks kellegi jälle Männiku karjäärist , ” kinnitab Karpender .
399088	2626	Odeprel	punct mark nsubj aux ccomp punct root nsubj appos punct parataxis flat punct nmod nmod appos punct conj punct nmod advmod nmod obl punct punct parataxis nsubj punct
399088	2626	Sdeprel	punct mark nsubj aux advcl punct root nsubj appos _ _ _ _ _ _ _ _ _ _ nmod advmod nmod obl punct punct parataxis nsubj punct
			
675655	2782	O	5 ) määruse ( EÜ ) nr 1254/1999 artikli 4 lõikes 3 on sätestatud , et erilisatasu määramisel on nõutav ooteaeg .
675655	2782	S	5 ) määruse nr 1254 / 1999 artikli 4 lõikes 3 on sätestatud , et erilisatasu määramisel on nõutav ooteaeg .
675655	2782	Odeprel	parataxis punct nmod punct appos punct nmod nummod punct nummod nmod nummod obl nummod cop root punct mark nmod csubj:cop cop amod nsubj:cop punct
675655	2782	Sdeprel	parataxis punct obl _ _ _ nmod nummod punct conj nmod nummod obl nummod aux root punct mark nmod ccomp cop amod nsubj:cop punct
			
3637	157546	O	Suurbritannias on nimetatud ravimit ( siin on tema nimeks  Mifegyne  ) siiski piiratult kasutatud , näiteks pilootuuringutes ( 391 ) .
3637	157546	S	Suurbritannias on nimetatud ravimit siiski piiratult kasutatud , näiteks pilootuuringutes .
3637	157546	Odeprel	obl aux root obj punct parataxis cop nmod nmod parataxis punct advmod advmod conj punct advmod obl punct parataxis punct punct
3637	157546	Sdeprel	obl aux root obj _ _ _ _ _ _ _ advmod advmod xcomp punct advmod obl _ _ _ punct
			
574691	592	O	Niipalju uutele taldrikutele , toidule ja kingadele ( regulaarsed lavastuskulud ) , naapalju elektrile ja transpordile ( maja halduskulud ja külalisetendused ) , siis veel šeff mobiil ( reklaam ja PR ) , natsa kinno või restorani ( kunstiväärtuslikud lavastused ) ja kui palgast ( riigitoetus ja omatulu ) ei piisa , siis tuleb juurde teenida või võlgu võtta .
574691	592	S	Niipalju uutele taldrikutele , toidule ja kingadele , naapalju elektrile ja transpordile , siis veel šeff mobiil , natsa kinno või restorani ja kui palgast ei piisa , siis tuleb juurde teenida või võlgu võtta .
574691	592	Odeprel	advmod amod obl punct conj cc conj punct amod parataxis punct punct conj nmod cc conj punct nmod parataxis cc conj punct punct cc advmod nmod conj punct parataxis cc conj punct punct nmod nmod cc conj punct amod parataxis punct cc mark obl punct parataxis cc conj punct aux advcl punct advmod root compound:prt csubj cc obj conj punct
574691	592	Sdeprel	advmod amod obl punct conj cc conj _ _ _ _ punct nmod conj cc conj _ _ _ _ _ _ punct cc advmod nmod conj _ _ _ _ _ punct nmod conj cc conj _ _ _ _ cc mark obl _ _ _ _ _ aux advcl punct advmod root compound:prt csubj cc obj conj punct
			
647201	9781	O	Üksikasjalikud eeskirjad märgisel esitatud nime kohta , mille all toodet müüakse vastavalt direktiivi 79/112/EMÜ artikli 3 lõike 1 punktile 1 võib kehtestada vastavalt määruse ( EMÜ ) nr 2777/75 artiklis 17 sätestatud menetlusele .
647201	9781	S	Üksikasjalikud eeskirjad märgisel esitatud nime kohta , mille all toodet müüakse vastavalt direktiivi 79 / 112 / EMÜ artikli 3 lõike 1 punktile 1 võib kehtestada vastavalt määruse nr 2777 / 75 artiklis 17 sätestatud menetlusele .
647201	9781	Odeprel	amod obj nmod root obl case punct obl case obj acl:relcl case obl nummod punct conj punct nmod nmod nummod obj nummod obl nummod aux conj case nmod punct parataxis punct nmod nummod punct conj obl nummod conj obl punct
647201	9781	Sdeprel	amod obj nmod root obl case punct obl case obj acl:relcl case obl nummod punct conj punct nmod nmod nummod obj nummod obl nummod aux conj case obl _ _ _ nmod nummod punct conj obl nummod conj obl punct
			
698366	76758	O	( 4 ) Käesoleva paragrahvi lõikes 2 nimetatud ühenduste suhtes , mis loetakse sundlõpetatuks käesoleva seaduse § 95 alusel , likvideerimismenetlust läbi ei viida .
698366	76758	S	Käesoleva paragrahvi lõikes 2 nimetatud ühenduste suhtes , mis loetakse sundlõpetatuks käesoleva seaduse § 95 alusel , likvideerimismenetlust läbi ei viida .
698366	76758	Odeprel	punct parataxis punct acl nmod obl nummod root obl case punct obj acl:relcl xcomp acl nmod nmod nummod obl punct obj compound:prt aux conj punct
698366	76758	Sdeprel	_ _ _ acl nmod obl nummod acl obl case punct obj acl:relcl xcomp acl nmod nmod nummod obl punct obj compound:prt aux root punct
			
401998	12	O	Põnevusfilm “ Pinge ” ( “ Heat ” ) on ligi kolmetunnine meistriteos kurjategijatest ja seaduse kaitsjatest .
401998	12	S	Põnevusfilm “ Pinge ” on ligi kolmetunnine meistriteos kurjategijatest ja seaduse kaitsjatest .
401998	12	Odeprel	nsubj:cop punct appos punct punct punct parataxis punct punct cop advmod amod root obl cc nmod conj punct
401998	12	Sdeprel	nsubj:cop punct appos punct _ _ _ _ _ cop advmod amod root nmod cc nmod conj punct
			
705323	239225	O	Homme tyrastatud Tallinnasse ( Tlnast kopp ees , bljaaaaaa ) aga eks reedel tagasi armsasse Paidekesse !
705323	239225	S	Homme tyrastatud Tallinnasse aga eks reedel tagasi armsasse Paidekesse !
705323	239225	Odeprel	advmod acl root punct nmod parataxis advmod punct conj punct cc advmod orphan orphan amod conj punct
705323	239225	Sdeprel	advmod acl nmod _ _ _ _ _ _ _ cc advmod nmod advmod amod root punct
			
309074	0	O	REYKJAVIK , 25. oktoober ( EPLO ) - Esmaspäeval lahkusid Islandil kümned tuhanded naised pärastlõunal töökohtadelt , et avaldada protesti sugude ebavõrdse töötasustamise vastu .
309074	0	S	REYKJAVIK , 25. oktoober - Esmaspäeval lahkusid Islandil kümned tuhanded naised pärastlõunal töökohtadelt , et avaldada protesti sugude ebavõrdse töötasustamise vastu .
309074	0	Odeprel	nsubj punct amod appos punct parataxis punct punct obl root obl compound nummod nsubj obl obl punct mark advcl obj nmod amod obl case punct
309074	0	Sdeprel	parataxis punct amod appos _ _ _ punct obl root obl compound nummod nsubj obl obl punct mark advcl obj nmod amod obl case punct
			
247866	0	O	LONDON , 20. märts ( EPLO ) - Ühendkuningriigi valitsus kiitis heaks esimeste vaid kaassõitjatega autodele mõeldud sõiduridade ehitamise kiirteedele , teatas BBC .
247866	0	S	LONDON , 20. märts - Ühendkuningriigi valitsus kiitis heaks esimeste vaid kaassõitjatega autodele mõeldud sõiduridade ehitamise kiirteedele , teatas BBC .
247866	0	Odeprel	nsubj punct amod appos punct parataxis punct punct nmod nsubj root compound:prt amod advmod nmod obl conj nmod nmod obl punct conj nsubj punct
247866	0	Sdeprel	nsubj punct amod appos _ _ _ punct nmod nsubj root compound:prt obj advmod obl obl acl nmod obj nmod punct conj nsubj punct
			
459833	16	O	Korvpalliklubide koondis Kalev jäi Ameerika-turnee kolmandas mängus Pennsylvanias alla Penn State'i ülikoolile 60 : 84 ( 30 : 38 ) .
459833	16	S	Korvpalliklubide koondis Kalev jäi Ameerika-turnee kolmandas mängus Pennsylvanias alla Penn State'i ülikoolile 60 : 84 .
459833	16	Odeprel	nmod nsubj appos root nmod amod obl obl compound:prt nmod flat obl obl punct flat punct parataxis punct flat punct punct
459833	16	Sdeprel	nmod nsubj appos root nmod amod obl obl compound:prt nmod flat obl obl punct flat _ _ _ _ _
			
538988	4358	O	Marcus Grönholm ( Soome , Peugeot ) 1 : 12.01 , 8 , 2.
538988	4358	S	Marcus Grönholm 1 : 12.01 , 8 , 2.
538988	4358	Odeprel	root flat punct parataxis punct conj punct nummod punct flat punct parataxis
538988	4358	Sdeprel	root flat _ _ _ _ _ nummod punct nummod punct parataxis
			
698428	10502	O	( 3 ) Raadioseade käesoleva seaduse tähenduses on raadioside pidamiseks ettenähtud telekommunikatsiooniseade , mis moodustab osa telekommunikatsioonivõrgust .
698428	10502	S	Raadioseade käesoleva seaduse tähenduses on raadioside pidamiseks ettenähtud telekommunikatsiooniseade , mis moodustab osa telekommunikatsioonivõrgust .
698428	10502	Odeprel	punct parataxis punct nsubj:cop acl nmod nmod cop nmod obl amod root punct nsubj acl:relcl obj nmod punct
698428	10502	Sdeprel	_ _ _ nsubj:cop acl nmod nmod cop nmod obl acl root punct nsubj acl:relcl obj nmod punct
			
203292	889	O	net on Rahvusvahelise Lennutranspordi Assotsiatsiooni ( IATA ) akrediteeritud agent , mis annab õiguse müüa ning väljastada lennupileteid reisideks üle maailma .
203292	889	S	net on Rahvusvahelise Lennutranspordi Assotsiatsiooni akrediteeritud agent , mis annab õiguse müüa ning väljastada lennupileteid reisideks üle maailma .
203292	889	Odeprel	nsubj:cop cop amod nmod obl punct appos punct amod root punct nsubj acl:relcl obj acl cc conj obj xcomp case obl punct
203292	889	Sdeprel	obj aux amod nmod obl _ _ _ root obj punct nsubj acl:relcl obj acl cc conj obj xcomp case obl punct
			
114360	232	O	Ehkki SL Bussiliinid jäi mullu toimunud vastuolulise konkursi tühistamise tulemusel Tallinna Autobussikoondise ( TAK ) liinidest ilma , on firma väljendanud siiski huvi osasid liine teenindada , ütles Ninnas kolmapäeval ajakirjanikele .
114360	232	S	Ehkki SL Bussiliinid jäi mullu toimunud vastuolulise konkursi tühistamise tulemusel Tallinna Autobussikoondise liinidest ilma , on firma väljendanud siiski huvi osasid liine teenindada , ütles Ninnas kolmapäeval ajakirjanikele .
114360	232	Odeprel	mark nsubj flat advcl advmod acl amod nmod nmod obl nmod nmod punct appos punct obl compound:prt punct aux nsubj root advmod obj nmod obj acl punct conj nsubj obl obl punct
114360	232	Sdeprel	mark nsubj flat advcl advmod acl amod nmod nmod obl nmod nmod _ _ _ obl compound:prt punct aux nsubj root advmod obj obj obj acl punct conj nsubj obl obl punct
			
636108	5080	O	Nüüd valmistas ta Frankenbergi firmas Lisema ( lamamis- ja tugitoolid ning madratsid ) viie marga eest tunnis pehmet mööblit tööliste ja talupoegade riigile .
636108	5080	S	Nüüd valmistas ta Frankenbergi firmas Lisema viie marga eest tunnis pehmet mööblit tööliste ja talupoegade riigile .
636108	5080	Odeprel	advmod root nsubj nmod obl appos punct parataxis cc conj cc conj punct nummod obl case obl amod obj nmod cc conj nmod punct
636108	5080	Sdeprel	advmod root nsubj nmod obl nmod _ _ _ _ _ _ _ nummod obl case obl amod obj nmod cc conj nmod punct
			
291833	13	O	Kaia Kanepi ( 16 ) võitis eile USA lahtiste tennisemeistrivõistluste juunioride turniiri kolmandasse ringi , alistades ameeriklanna Maria Sharapova 6 : 3 , 7 : 5.
291833	13	S	Kaia Kanepi võitis eile USA lahtiste tennisemeistrivõistluste juunioride turniiri kolmandasse ringi , alistades ameeriklanna Maria Sharapova 6 : 3 , 7 : 5.
291833	13	Odeprel	nsubj flat punct parataxis punct root advmod nmod amod nmod nmod nmod amod obj punct advcl obj appos flat obl punct flat punct flat
291833	13	Sdeprel	nsubj flat _ _ _ root advmod nmod amod nmod nmod nmod amod obl punct advcl obj appos flat obl punct flat punct flat
			
286057	546	O	Urmas Rooba - FC Midtjylland ( DEN ) 29/1 ;
286057	546	S	Urmas Rooba - FC Midtjylland 29 / 1 ;
286057	546	Odeprel	root flat punct conj flat punct appos punct nummod punct flat punct
286057	546	Sdeprel	root flat punct parataxis flat _ _ _ flat punct flat punct
			
667209	22444	O	Hoiatuses märgitud tähtaja jooksul ettekirjutuse täitmata jätmise korral on pensioniametil õigus rakendada sunniraha asendustäitmise ja sunniraha seaduses ( RT I 2001 , 50 , 283 ; 94 , 580 ) sätestatud korras .
667209	22444	S	Hoiatuses märgitud tähtaja jooksul ettekirjutuse täitmata jätmise korral on pensioniametil õigus rakendada sunniraha asendustäitmise ja sunniraha seaduses sätestatud korras .
667209	22444	Odeprel	obl root obl case obj advcl obl case cop obl nsubj:cop acl nmod obj cc nmod conj punct parataxis flat nummod punct conj punct conj punct acl obl punct
667209	22444	Sdeprel	obl root obl case obj advcl obl case cop obl nsubj:cop acl nmod obj cc conj obl _ _ _ _ _ _ _ _ _ conj obl punct
			
327226	524	O	Juunikuus maanteeameti tellimusel valminud Tallinna tehnikaülikooli ( TTÜ ) teedeinstituudi uuringust selgub , et nii saavutatav kokkuhoid ulatuks kümnete miljonite kroonideni .
327226	524	S	Juunikuus maanteeameti tellimusel valminud Tallinna tehnikaülikooli teedeinstituudi uuringust selgub , et nii saavutatav kokkuhoid ulatuks kümnete miljonite kroonideni .
327226	524	Odeprel	obl nmod obl root nmod nmod punct appos punct nmod obl conj punct mark advmod acl nsubj csubj compound nummod obl punct
327226	524	Sdeprel	obl nmod nmod root nmod nmod _ _ _ nmod obl conj punct mark advmod acl nsubj csubj compound nummod obl punct
			
648187	12031	O	( allikas : Travel In ) Kahepäevase Riia aastalõpupaketi hinna sees on linnaekskursioon , õhtusöök , majutus kas neljatärnihotellis Reval Hotel Latvija või kolmetärnihotellis Laine , hiline hommikusöök , ekskursioon vanalinnas , kõigi mugavustega buss , reisisaatja teenused .
648187	12031	S	Kahepäevase Riia aastalõpupaketi hinna sees on linnaekskursioon , õhtusöök , majutus kas neljatärnihotellis Reval Hotel Latvija või kolmetärnihotellis Laine , hiline hommikusöök , ekskursioon vanalinnas , kõigi mugavustega buss , reisisaatja teenused .
648187	12031	Odeprel	punct root punct appos flat punct nmod nmod nmod nmod case cop nsubj:cop punct conj punct conj cc:preconj obl appos flat flat cc conj conj punct amod conj punct conj nmod punct det nmod conj punct nmod conj punct
648187	12031	Sdeprel	_ _ _ _ _ _ nmod nmod nmod root case cop nsubj:cop punct conj punct conj cc:preconj obl appos flat flat cc conj conj punct amod conj punct conj nmod punct det nmod conj punct nmod conj punct
			
420731	235	O	Maailmarekordinaine Isabelle Charest ( Kanada ) astus eelviimasel ringil plastikust rajapiirdele ja rajalt välja libisedes võttis endaga kaasa ka teise hiinlanna Wang Chunlu .
420731	235	S	Maailmarekordinaine Isabelle Charest astus eelviimasel ringil plastikust rajapiirdele ja rajalt välja libisedes võttis endaga kaasa ka teise hiinlanna Wang Chunlu .
