lemma|form|verbifraas|margend|lause|lause_id
toojuur|toojuures|Jutuajamine käis neil toojuures enamaste malli järgi|error|Jutuajamine käis neil toojuures enamaste ühe malli järgi .|8808190
sügisrõske|sügisrõskes|ta nüüd siin sügisrõskes keldritoas istus|error|Kui ta nüüd siin pimedas sügisrõskes Pargi tänava keldritoas istus ja mõtiskles , tundus talle , et seekord ei olnud nad luulet lugenud , nagu mõnigi kord varem , seekord olid nad siiski vaielnud , ehk tülitsenudki , ja kaelakee kui Heiti kingitus oli Emajõkke lennanud allajäämisvihas ; äkilised olid nad mõlemad .|8813635
eeden|Eedenist|Luuletajad on vaikselt lahkunud Eedenist|loc_c|Luuletajad on vaikselt lahkunud Eedenist - Kross , Beekman , Traat , Vetemaa , Baturin , Luik , Mihkelson tõstavad eesti proosat maailmatasemele ning Kaalepil on Akadeemia , Runnelil Ilmamaa , Paul-Eerikul poliitika .|8816459
veesoon|veesoontel|veesoontel käisid kustutamas loomad|loc_c|Tavaliselt küttis ta vadides ja nende põikorgudes , mille veesoontel käisid janu kustutamas kõik kõrbes elavad loomad .|8818295
õlipõrgu|õlipõrgus|kuis sul õlipõrgus istub|loc_a|“ Ole hea poiss ja pihi oma jumalale , kuis sul õlipõrgus istub ! ” möirgas sööklasse sisenenud Emerson Nikyase vastas lauda rantsatades .|8818767
pressiruum|pressiruumi|astus vaiprada pressiruumi|loc_c|Ta tuli otse kuuma duši alt – aurendav hiiglane , paisunud lihased nahka rebendamas – ning astus mööda tube läbivat punast vaiprada pressiruumi .|8820878
orelikontsert|orelikontserdil|Enne sõjaväge käis Lukk Vanemuises orelikontserdil|event|Enne sõjaväge , 18-aastaselt , käis Lukk Vanemuises temale saatuslikuks saanud orelikontserdil .|8836891
näitemänguselts|näitemänguseltsis|Praegu käib näitemänguseltsis sõnul noort|loc_a|Praegu käib näitemänguseltsis selle juhendaja Meelis Hansingu sõnul ligi 50 noort .|8844396
šefluskord|šefluskorras|ta šefluskorras käis ehitamas|reason|Aga näe , tollessamas Loomingu septembrinumbris ootas ilmumist tulevase isamaalase ja mementolase Ülo Ojatalu lojaalne , õige natuke töökorralduskriitiline olukirjeldus sellest , kuidas ta šefluskorras käis ehitamas Lenini-nimelist kultuuri- ja spordipaleed ( linnahalli ) .|8847638
jazzifestival|jazzifestivalil|jazzifestivalil astuvad maailmastaaride kõrval üles muusikud|event|Euroopa ühel suuremal jazzifestivalil Soomes Poris , mille avalöök on täna , astuvad paljude maailmastaaride kõrval üles ka Eesti muusikud - Toivo Undi trio ja Tiit Pauluse kvartett .|8862006
tankiluuk|tankiluukidel|tankiluukidel istuvad|loc_c|Eestlased karjusid hurraa , tankiluukidel istuvad venelased lehvitasid eestlastele .|8865793
Kahvli|Kahvlist|Hannes lahkus Kahvlist sügisel|loc_a|Hannes Rumm , Eesti Päevalehe arvamustoimetuse juhataja , lahkus “ Kahvlist ” mullu sügisel .|8879236
reduperiood|reduperioodidel|ta reduperioodidel öömajal käinud|time|Neil , Alla perel olevat suur korter ja seal üks kasutamata teenijatuba , kus ta reduperioodidel öömajal käinud .|8899290
rahvaüritus|rahvaüritustel|rahvaüritustel agaralt käinud|event|Kõikidel rahvaüritustel agaralt käinud Hannid lähevad suurpeole vipitama kaheteistkümnekesi .|8943170
murre|murdes|külalisi jooksis messikeskuses ummisjalu rahva seast läbi murdes huvikeskuse boksi juurde näha|error|Osa infomessi Teeviit külalisi jooksis messikeskuses ummisjalu ja küünarnukkidega rahva seast läbi murdes huvikeskuse Kullo boksi juurde , et näha nukkilusaid tüdrukuid .|8945890
alpimägi|alpimägedes|käis alpimägedes ekskursioonil|loc_c|Üks katsealune noor leidis , et on teinud elu parima tehingu : ta pääses rahata Shveitsi , elas seal priil toidul ja käis alpimägedes ekskursioonil .|8957509
mikrogramm|mikrogrammidest|jutt käib mikrogrammidest kg kohta|other|Sõltuvalt kliimast ja tootmise intensiivsusest on taimekasvatuses kasutatavate mürkide ( herbitsiidid , pestitsiidid jms ) kogused väga erinevad ja nende jääksisaldus puu- ja juurviljades võib olla ohtlikult suur ( jutt käib mikrogrammidest kg kohta ) .|8959572
laenutus|Laenutustes|Laenutustes käivad uisud tihtipeale jalast jalga|loc_c|Laenutustes käivad uisud tihtipeale otse ühe laenutaja jalast teise jalga .|8977721
kummitus|kummitusest|käivad jutud kummitusest|other|Nii ei ole mingi ime , et käivad jutud mõisa peahoone kummitusest .|8998740
mõttekus|mõttekusest|USAs käib diskussioon üle dollari mõttekusest|other|Ajal , mil USAs käib elav diskussioon üle kahe miljardi dollari ( kaks Eesti riigieelarvet ! ) kulutamise mõttekusest superpommitajate B-2 valmistamiseks , suutis Jugoslaavia lasta tükkideks samasugust stealth-tehnoloogiat kasutades loodud hävitaja-pommitaja F-117A Nighthawk ( “ Öökull ” ) .|9016843
enesetapp|enesetapust|surma kohta on liikunud legende alates enesetapust kuni allatulistamiseni|other|Tema surma kohta on liikunud legende alates enesetapust kuni sakslaste poolt allatulistamiseni Vahemere kohal .|9035606
tolmupilv|tolmupilves|tolmupilves liigub tonte|loc_c|Vahel tundub mulle , et - ( teatava visionäärsusega ) tuhmis tolmupilves liigub kari tonte , vaime , kooljaid .|9035731
moesalong|moesalongi|naine astub moesalongi|loc_c|Noor naine astub moesalongi :|9076519
õunapuu|õunapuudel|Need liiguvad õunapuudel|loc_c|Need liiguvad ka õunapuudel , otsad on juba hõbedased .|9081218
kolmekümnes|kolmekümnendatel|Ülejäänud astusid kodakondsusse kolmekümnendatel|time|Ülejäänud astusid Eesti kodakondsusse kolmekümnendatel .|9141304
Lõuna-Rootsi|Lõuna-Rootsis|hommikul lahkub Eckard kodust Lõuna-Rootsis tuua|loc_c|Igal pühapäeva hommikul lahkub Eckard Klug oma kodust Lõuna-Rootsis , et tuua Eestisse koorem humanitaarabiga .|9147889
moemess|moemessil|Veebruaris käisid ülemused Itaalias moemessil|event|Veebruaris käisid ülemused Itaalias moemessil .|9205355
Sussex|Sussexis|Käisin aga jälle Sussexis vaatamas|loc_c|Käisin aga jälle Sussexis oma tädi Marthat vaatamas .|9241781
arvutiturg|arvutiturult|Mitsubishi lahkub arvutiturult|loc_a|Mitsubishi lahkub Euroopa ja Jaapani arvutiturult .|9274385
õmbluskursus|õmbluskursustel|Kõigepealt käisin õmbluskursustel|event|“ Kõigepealt käisin õmbluskursustel , tahtsime koos naabrinaisega õmblema hakata , kuid sellest ei tulnud midagi välja , ” märkis ta .|9294448
töökaitseamet|töökaitseametis|Vallandatud käisid nädalal töökaitseametis|loc_a|Vallandatud käisid sel nädalal ka töökaitseametis , neile lubati vastata ühe kuu jooksul .|9299401
ametnikkond|ametnikkonnale|kehtestamine ühekorraga käib ametnikkonnale|owner|Et kõikidele pakenditele aktsiisi kehtestamine ühekorraga käib meie nigelale ametnikkonnale ja nende võimetele üle jõu , otsustati aktsiisi rakendada järkjärgult . ”|9306553
riigipüha|riigipühal|Käige riigipühal mööda asulat|event|Käige mõnel riigipühal mööda mõnd asulat ja vaadake , kui paljudel majadel ikka on riigilipud väljas .|9392072
mudilasmaja|Mudilasmajas|laps käis varem eralasteaias Mudilasmajas|loc_a|Seila Saks , kelle laps käis varem pealinna esimeses eralasteaias Punamütsikese Mudilasmajas , vahetas lasteaeda eelkõige seoses elukohamuutusega .|9404263
võimetus|võimetusest|Jutt käib võimetusest|other|Jutt käib Moskva võimetusest finantseerida oma osa uues rahvusvahelises orbitaaljaamas ALFA .|9447614
korrelatsioon|korrelatsioonis|teada siis liiguvad hinnad korrelatsioonis|manner|“ Et kahe panga ühinemine on teada , siis liiguvad nende aktsiate hinnad tugevas korrelatsioonis , ” tõdes üks tundmatuks jääda sooviv maakler BNSile .|9452570
koristamistöö|koristamistöödelt|töölised koristamistöödelt lahkusid|event|Ka reede õhtul kella 1/2 5 paiku , kui töölised tellingute koristamistöödelt lahkusid , ei olnud silla vajumist märgata .|9456242
vererõhk|Vererõhku|Vererõhku käib siin mõõtmas inimest|error|“ Vererõhku käib siin päevas mõõtmas kaks-kolm inimest , ” rääkis päevakeskuse juhataja Virve Paluvits .|9473523
ploomike|Ploomikeses|Ploomikeses käib haigeid|loc_c|Ploomikeses käib ka haigeid ja nõrgema närvikavaga lapsi , rühmad on väiksemad .|9476190
Managua|Managuas|Istusime abikaasaga juunil Managuas lennukisse sõita|loc_c|Istusime abikaasaga 13. juunil Managuas lennukisse , et sõita üheksandale troopikapuhkusele .|9495741
kirjanduspäev|kirjanduspäevadel|olen käinud kirjanduspäevadel|event|Mihkelson :  Ma ei saa öelda , et mina kirjandusemajas üldse ei käiks , olen käinud kirjanduspäevadel , konverentsidel .|9510818
lisavõimalus|lisavõimalusest|Seega käib jutt ilmselt lisavõimalusest|other|Seega käib jutt ilmselt vaid ühest lisavõimalusest , mida “ patriootlik ” Vene press tahab kasutada Baltimaade tülli ajamiseks .|9553773
valgerand|Valgerannas|nooruses istun Valgerannas kivi otsas|loc_c|Kui reastan õnnehetki , meenub kõigepealt , kuidas varajases nooruses istun Valgerannas kivi otsas , üksi looduses , olen noor ja tugev ja tunnen , et elu on ees .|9627754
Engqui|Engquist|Engquist jookseb lisaks põhidistantsile m|error|Stockholmis on mõlemad medalivõitjad lubanud kaasa teha mitmel alal - Engquist jookseb lisaks oma põhidistantsile ka 200 m ning lühikest teatejooksu , Hämäläinen tõmbab naelikud jalga 400 m jooksus ning 110 m tõkkejooksus .|9738668
menupaik|menupaigas|aega käivad menupaigas ettevalmistused ümberehituseks|loc_c|Juba kuu aega käivad möödunud kümnendite menupaigas Püssirohukeldris ettevalmistused põhjalikuks ümberehituseks .|9739879
Amuurimaa|Amuurimaal|Carl käis Amuurimaal|loc_c|Carl Maximowicz käis Amuurimaal , Mandzhuurias ja Jaapanis .|9751895
listaku|Listakult|kes Listakult Võrru tööle käib|loc_c|Toomas Piho , kes Listakult Võrru tööle käib , rääkis , et õhtul koju minnes ja tormist tekitatud kahjustusi nähes kartnud ta , et ka tema kodu on purustatud , kuid suur oli tema rõõm nähes , et tema majapidamiseni polnud torm jõudnudki .|9807059
muusikapress|Muusikapressis|Muusikapressis liiguvad jutud|loc_a|Muusikapressis liiguvad järjest visama järjekindlusega jutud , et muusikatööstusel ei lähe viimasel ajal eriti hästi .|9810372
mõõk|Mõõgal|tuusadest astuvad Mõõgal rajale vanameister|loc_a|Ungari tuusadest astuvad MK-sarja kuuluval Tallinna Mõõgal rajale vanameister Ernö Kolczonay ( maailma edetabelis 20. kohal ) , Krisztian Kulcsar ( 22. ) , Attila Fekete ( 24. ) ja Imre Gela .|9818134
poliitkool|poliitkooli|nooruk astus poliitkooli|loc_a|Peterburi elama asunud nooruk astus siseministeeriumi kõrgemasse poliitkooli , mille lõpetas 1973. aastal “ ohvitser-poliittöötajana ” .|9831751
taasvalimine|taasvalimisest|Parlamendis käivad jutud taasvalimisest saladus|other|Parlamendis käivad jutud endise peaministri Guntars Krastsi taasvalimisest , kuigi pole saladus , et sellele ametipostile on tõenäolisim kandidaat TP liider Andris shkele .|9852672
bluusifestival|bluusifestivalil|käin bluusifestivalil|event|Lähen , joon kaks õlut , käin Chicago bluusifestivalil , vaatan Niagara koske ja istun maha .|9861751
riigikaitseakadeemia|Riigikaitseakadeemias|Kaitseminister käis laupäeval pidamas Riigikaitseakadeemias|loc_c|Kaitseminister Öövel käis laupäeval kõnet pidamas Soome Riigikaitsegildide Liidu julgeolekupoliitilisel seminaril Helsingis Santa Hamina Riigikaitseakadeemias .|9894145
mahakandmine|mahakandmisest|Jutt käib mahakandmisest|other|“ Jutt käib halvas seisus oleva vara mahakandmisest , ” lisas ta .|9900305
lõpuetapp|lõpuetapil|lõpuetapil astus Lasse eile lähemale sarja üldvõidu poole edestades|event|Mäesuusatamise MK-sarja lõpuetapil Sierra Nevadas astus Lasse Kjus eile sammukese lähemale sarja üldvõidu poole , edestades supersuurslaalomis oma mõlemat peakonkurenti .|9927805
kivimaja|kivimajas|kivimajas on käinud varas|loc_c|Üleeile kell 17.31 teatati politseile , et Turu tänava kivimajas on käinud varas .|9971676
restruktureerimine|restruktureerimisel|Ukraina on restruktureerimisel kaugemale astunud Eesti|event|Tuleb tunnistada , et Ukraina on oma elektrisüsteemi restruktureerimisel sammukese kaugemale astunud kui Eesti .|9975265
GSM-mobiilivõrk|GSM-mobiilivõrgus|edastamine käib GSM-mobiilivõrgus|loc_a|Paabo sõnul maksaks süsteemi pidev tööshoidmine politseile paarkümmend tuhat krooni kuus , sest andmete edastamine käib GSM-mobiilivõrgus ning on sama kallis kui tavaline kõneminut .|10067437
tantsureivi|tantsureividel|kes korral käis tantsureividel keerutamas|event|Moodsa tantsumuusika üleilmne guru , briti DJ Gilles Peterson , kes kahel korral käis ka Jazzkaare tantsureividel plaate keerutamas , mängis ühes oma raadiosaates nende lugu ja tutvustas seda kui  “ surprise from Estonia ”  .|10089195
kirgas|kirkal|kirkal talvepäeval astus ta sõber|error|Siis jutustab Pihkva järve ühel saarel sündinud Aleksandra , kuidas 1957. aasta kirkal talvepäeval astus ta isatallu venna sõber Beresjest , kellesse ta esimesest pilgust armus , kellega ta Beresjes abiellus ja kellega elab siin tänini .|10091779
rahasüst|rahasüstile|Venemaa liigub rahasüstile vaatamata allamäge|other|Hiljem , kui selguks , et Venemaa liigub rahasüstile vaatamata allamäge , kriitikat vaid lisanduks .|10119167
Burjaatia|Burjaatias|kunagi käisin Burjaatias|loc_c|Mõelda , mida kõike maailmas süüakse - kunagi käisin Burjaatias , seal pakuti mingit pooltoorest hobuseliha , vaat see mulle küll ei maitsenud . ”|10139628
raudpingike|raudpingikesele|Istu korraks raudpingikesele|loc_c|Istu korraks paksus roostes raudpingikesele , armas turist , mässi end oma musta mantli hõlmadesse ja mõtle sellele , kui tühine on maine hiilgus ja mööduvad mõnud .|10147831
tipptasand|tipptasandil|mismoodi elu tipptasandil käib|state|“ Kuid kõik uus nõuab kohanemisaega , esialgu tuleb aru saada , mismoodi elu tipptasandil käib .|10151963
vaal-galerii|Vaal-galeriis|Leonhard näituse aastal Tallinnas Vaal-galeriis avalikkuse ette astus|loc_c|Kui Eesti avangardismi isaks tituleeritav Leonhard Lapin suprealismi näituse ja manifestiga 1996. aastal Tallinnas Vaal-galeriis avalikkuse ette astus , tekitas see parajat kahinat nii meil kui ka mujal .|10162382
ööriie|ööriietes|hiigelfotol istus rühm ööriietes tüdrukuid|state|Klassilõpupildi ikonograafias teostatud hiigelfotol istus rühm ööriietes tüdrukuid , käed vaguralt rüpes ja silmad kinni surutud .|10164335
ruutmeeter|ruutmeetrilt|praegu käib piirmäär ruutmeetrilt veel üle jõu|other|“ Aga praegu käib ka volikogu kehtestatud kaheksakroonine üüri piirmäär ruutmeetrilt veel mõnele üle jõu , üürivõlglasi on palju , ” möönis Fink .|10203701
mineja|minejast|aastal käis klassi minejast kolmandik valmistumas|other|Sel aastal käis üheksakümnest esimesse klassi minejast kolmandik keskuses kooliks ette valmistumas ja Pajur usub , et need lapsed ja nende vanemad tulevad hiljemgi nõu saama : kas loovusmänge mängima , perekoolitusse või oma karjääri kujundama .|10205588
rahvalikkus|rahvalikkuselt|Festivaliprogrammis oli päevaks rõhuasetus sujuvalt liikunud rahvalikkuselt elitaarsuse poole|state|Festivaliprogrammis oli teiseks päevaks rõhuasetus sujuvalt liikunud rahvalikkuselt elitaarsuse poole .|10227543
naaberrada|naaberradadel|on intuitiivselt liikunud naaberradadel|loc_c|Kummatigi pole rühmituse kunst kunagi mandunud Tõnis Vindi loengute illustratsiooniks , vaid on intuitiivselt ja omapäi liikunud õpetuse naaberradadel ja õpilase enda hingemaastikul .|10315196
tudengiaeg|tudengiajal|tudengiajal käis ta otsimas|time|Vaatamata sellele , et Juri Lotmanit meie seas enam ei ole , oli tal palju õpilasi , kes jätkavad töötamist nii filosoofiateaduskonnas kui ka sotsiaalteaduskonna semiootika osakonnas , ja kui nüüd Rein Undusk märgib , et oma tudengiajal käis ta ärksamaid mõtteid otsimas vene filoloogia osakonnas , siis - ka praegu ei takista tudengit miski seda tegemast .|10364101
rocklaager|Rocklaagril|sõnul on ta käinud Rocklaagril|event|""" Nähes suurt mudamaadlust ja poriseid inimesi , sain kohe aru , et igav siin küll ei hakka , "" ütles Vahur , kelle sõnul on ta käinud ka kolmel varasemal Kaiu Rocklaagril ."|10372729
rockmuusika|rockmuusikast|33selt lahkub ta rockmuusikast tegelema|loc_a|Suure suuga mees tõotas paar aastat hiljem , et 33selt lahkub ta rockmuusikast , sest täisikka jõudnu peab tegelema millegi tõsisemaga .|10373538
lukustamisasend|lukustamisasendisse|laadimisel ei liikunud lukustamisasendisse pealesõidusild|state|Rike Eckerö Linei reisilaeval avastati enne laeva väljumist teisipäeva õhtul kell kuus , kui autode laadimisel ei liikunud õigesse lukustamisasendisse välis- ja sisevärava vahel asuv pealesõidusild .|10393576
kalapaat|kalapaatidel|Kassid käivad kalapaatidel sadamas vastas|other|Kassid käivad kalapaatidel sadamas vastas ja neile visatakse kah .|10400016
autoomanik|autoomanikest|jutt käib rikkujate puhul siiski autoomanikest|other|Ehkki haldusõigusseadustik kohustab trahvi määramisel arvestama inimese varanduslikku seisu , peab Mikkovi sõnul silmas pidama , et jutt käib liikluseeskirja rikkujate puhul siiski peamiselt autoomanikest .|10405060
elamispind|elamispindadelt|maksujõuetud lahkuvad elamispindadelt|loc_c|Sest maksujõuetud lahkuvad tsiviliseeritud elamispindadelt ja kolivad näiteks Kopli liinidele .|10435378
Mordvamaa|Mordvamaal|Paraku on lahendamine käinud Mordvamaal üle kivide|loc_c|Paraku on nende rahvuslike küsimuste lahendamine käinud Mordvamaal üle kivide ja kändude .|10564832
nahakiht|nahakihtidesse|UV-kiirguse mõjul liigub see nahakihtidesse|loc_c|Täiendava UV-kiirguse mõjul liigub see välimistesse nahakihtidesse , päevitus muutub intensiivsemaks ja naha väliskiht pakseneb .|10572879
