collectionID	sentenceStart	changed	changes	original	short
442492	5040	0	{}	Ikka veel on kasutusel mugandustõlked NSVLi määrustikest .	On kasutusel mugandustõlked NSVLi määrustikest .
693314	1333096	1	"{""nummod_det"": 2, ""advcl_conj"": 1}"	Praktiliselt ei olegi ühtegi paragrahvi , mida ei oleks ühel või teisel viisil muudetud , nii et ma tõepoolest ei jätka praegu enam nende üksikküsimustega , aga olen valmis teie küsimustele vastama .	Ei olegi ühtegi paragrahvi , mida ei oleks ühel või teisel viisil muudetud , ma ei jätka nende üksikküsimustega , aga olen valmis teie küsimustele vastama .
574409	5734	1	"{""advcl_acl"": 1}"	Kristuse näitamine seksstseenis pahandas inimesi niivõrd , et raevunud usklikud blokeerisid kinosid .	Kristuse näitamine seksstseenis pahandas inimesi , et raevunud usklikud blokeerisid kinosid .
680466	1171526	0	{}	Kui me võtaksime selle eelnõu vastu sellisel kujul , nagu see on , siis tõepoolest need isikud , kes on mingite hoonete omanikud ega ole saanud maad kinnistada ( nendeks isikuteks on ka avalik-õiguslikud isikud , näiteks omavalitsused ) , ei saa tehinguid teha , nad ei saa enam pantida ega ka muid tehinguid teha .	Kui me võtaksime selle eelnõu vastu sellisel kujul , see on , siis need isikud , kes on mingite hoonete omanikud ega ole saanud maad kinnistada ( nendeks isikuteks on avalik-õiguslikud isikud , omavalitsused ) , ei saa tehinguid teha , nad ei saa pantida ega muid tehinguid teha .
700527	69614	1	"{""amod_det"": 1}"	Gastroskiisi antenataalse diagnoosimise järel jälgitakse loodet regulaarselt , sest nii on võimalik välja selgitada teisi kaasnevaid väärarenguid ning valida sünnituse optimaalne aeg ja viis .	Gastroskiisi antenataalse diagnoosimise järel jälgitakse loodet , sest on võimalik välja selgitada teisi kaasnevaid väärarenguid ning valida sünnituse optimaalne aeg ja viis .
398494	1267	0	{}	Kujutlus , et Vaino ja Ristlaan ( Eestimaa Kommunistliku Partei võimurid - toim. ) võtavad meid dialoogipartneritena , oli muidugi naiivne , alles suurem massiliikumine 1988 sundis neid selleks .	Kujutlus , et Vaino ja Ristlaan ( Eestimaa Kommunistliku Partei võimurid - toim. ) võtavad meid dialoogipartneritena , oli naiivne , suurem massiliikumine 1988 sundis neid selleks .
293851	3401	0	{}	Aga ikkagi tuleb naine kollases ja valib pisikesest sinisest ämbrist korraga kümme roosi .	Aga tuleb naine kollases ja valib pisikesest sinisest ämbrist kümme roosi .
374196	415	1	"{""nmod_obj"": 1, ""nsubj_nmod"": 1, ""nmod_obl"": 1, ""obl_advmod"": 1}"	""" Interneti kaudu registreerimiseks vajaminevat süsteemi osa pole tarkvara arendaja paraku veel haiglatele üle andnud , kuid töötav moodul peaks ka kohe tulema , ilmselt jaanuari lõpuks , "" ütles juhatuse esimees ."	""" Interneti kaudu registreerimiseks vajaminevat süsteemi osa pole tarkvara arendaja haiglatele üle andnud , kuid töötav moodul peaks tulema , jaanuari lõpuks , "" ütles juhatuse esimees ."
423214	4484	0	{}	Kümne Soome teaduspargi uurimine näitas , et neis on firmade arv kasvanud pidevalt alates 1980. aastatest ja on praegu keskmiselt 800.	Kümne Soome teaduspargi uurimine näitas , et neis on firmade arv kasvanud alates 1980. aastatest ja on 800.
557650	2100	1	"{""obl_root"": 1, ""root_obl"": 1}"	""" Mul on mõttes veel mitu uut ideed , meeste vaimu peab kuidagi erksana hoidma , "" märkis Kerde kavala ilmega , ent jättis täpsustamata mida ta lisaks kick boxingule , saalibändile ning kergejõustikule veel plaanib ."	""" Mul on mõttes mitu uut ideed , meeste vaimu peab erksana hoidma , "" märkis Kerde kavala ilmega , ent jättis täpsustamata mida ta lisaks kick boxingule , saalibändile ning kergejõustikule plaanib ."
472555	4833	0	{}	Astudes mööda hämaraid koridore edasi , libisesid mõtted jällegi sõber Simmeli peale ja nutt tõusis tasapisi kurku .	Astudes mööda hämaraid koridore edasi , libisesid mõtted sõber Simmeli peale ja nutt tõusis kurku .
687102	1557527	1	"{""obj_nmod"": 1}"	Paljudel juhtudel puudutab see kokkulepe ka mitmeid kõrgema taseme protokolle ja « kui Sina edastad minu maili , edastan mina Sinu maili ka » tüüpi nähtuseid .	Paljudel juhtudel puudutab see kokkulepe mitmeid kõrgema taseme protokolle ja « kui Sina edastad minu maili , edastan mina Sinu maili » tüüpi nähtuseid .
82811	126	0	{}	USA eriteenistuste hinnangul oleksid konflikti tagajärjed nii kohutavad isegi siis , kui India ja Pakistan kasutaksid ainult osa oma tuumaarsenalist .	USA eriteenistuste hinnangul oleksid konflikti tagajärjed kohutavad , kui India ja Pakistan kasutaksid osa oma tuumaarsenalist .
3783	3604	0	{}	“ Mõõdukate ” naiste kehakaal on keskmiselt 15% väiksemgi kui karsketel .	“ Mõõdukate ” naiste kehakaal on 15% väiksemgi kui karsketel .
354661	1518	0	{}	""" Inimesena saan aru , keegi ei taha ju narkomaanide või alkohoolikutega kõrvuti elada , "" tõdes ta ."	""" Inimesena saan aru , keegi ei taha narkomaanide või alkohoolikutega elada , "" tõdes ta ."
171703	3015	1	"{""nmod_obl"": 1, ""obl_case"": 1, ""nummod_det"": 1}"	""" Unustades "" kuude vältel majanduskomisjonis räägitu ja jättes kõrvale asjaolu , et ta ei teinud seaduse menetlemise ajal mitte ühtki ettepanekut seaduse sõnastuse muutmiseks , esitas ta riigikogu kõnepuldist ja kaamerate ees sellist valet , et anna aga olla ."	""" Unustades "" kuude vältel majanduskomisjonis räägitu ja jättes kõrvale asjaolu , et ta ei teinud seaduse menetlemise ajal ühtki ettepanekut seaduse sõnastuse muutmiseks , esitas ta riigikogu kõnepuldist ja kaamerate ees sellist valet , et anna olla ."
385435	4365	0	{}	“ Komplekteerisime uue koosseisu , kelle vanemad on natuke jõukamad .	“ Komplekteerisime uue koosseisu , kelle vanemad on jõukamad .
557025	212	1	"{""obl_obj"": 1}"	Ikka Dallases talvitunud Tammert on College Stationis kaugele heitnud , ent pärast pooleaastast võistluspausi ei söanda mulluse Eesti rekordi 67.41 ründamisele mõelda .	Dallases talvitunud Tammert on College Stationis heitnud , ent pärast pooleaastast võistluspausi ei söanda mulluse Eesti rekordi 67.41 ründamisele mõelda .
382047	90	0	{}	Eriti Johannes Virolaisele 1960ndate alguses NSVLi juhtide poolt kingitud lüpsimasina rollist .	Johannes Virolaisele 1960ndate alguses NSVLi juhtide poolt kingitud lüpsimasina rollist .
221074	27	1	"{""obl_nmod"": 1}"	Neljapäeva õhtul eksis Vormsi poodnik Mart Marandi pimeda ja lumesaju tõttu Rohuküla ja Vormsi vaheliselt jääteelt ning sõitis laevateele , kuid nii õnnelikult , et ise pääses .	Neljapäeva õhtul eksis Vormsi poodnik Mart Marandi pimeda ja lumesaju tõttu Rohuküla ja Vormsi jääteelt ning sõitis laevateele , et ise pääses .
355604	27	0	{}	Tõrvalanna Maie Kala eestvedamisel valminud kontsertetendust “ Mozarti võlus ” nägi Valga publik veel enne tõrvalasi .	Tõrvalanna Maie Kala eestvedamisel valminud kontsertetendust “ Mozarti võlus ” nägi Valga publik enne tõrvalasi .
440201	3849	1	"{""aux_cop"": 1}"	Igal juhul Vähi on midagi tähenduslikku jätnud tähelepanuta ning ei ole vastavalt käitunud .	Igal juhul Vähi on midagi tähenduslikku jätnud tähelepanuta ning ei ole käitunud .
700931	55746	0	{}	võib ju väita , et tegemist ei ole röövimisega kuna sa ise kirjutasid vara loovutamise lepingule alla .	Võib väita , et tegemist ei ole röövimisega kuna sa ise kirjutasid vara loovutamise lepingule alla .
543483	1709	0	{}	Karin elas neljases toas koos Soome , Rootsi ja Norraga esindajaga , sealt toast sai auhinna kolm tüdrukut .	Karin elas neljases toas koos Soome , Rootsi ja Norraga esindajaga , toast sai auhinna kolm tüdrukut .
209832	1167	0	{}	Viimase kuu jooksul viidi läbi enam kui 60 patrulli , läbiotsimisi ja muid operatsioone .	Viimase kuu jooksul viidi läbi .
705197	157330	1	"{""obl_nsubj"": 1}"	Spook: maid jaga mujal t	Spook : maid jaga t
496150	991	0	{}	Ja seejuures enesekontrolliõigusega .	Ja enesekontrolliõigusega .
97638	977	1	"{""nummod_det"": 1}"	Jõks soovitab tööle panna ka rohkem koolipsühholooge , praegune kord näeb ette ühte psühholoogi 600 õpilase kohta .	Jõks soovitab tööle panna koolipsühholooge , praegune kord näeb ette ühte psühholoogi 600 õpilase kohta .
398333	6109	1	"{""nmod_obj"": 1}"	Toomas  : “ Kogu sadamas toimuvat äri juhib  Sergei ševaldai  (  seda kinnitab ka politsei - toim  ) , kes kasumi suurendamiseks avas hiljuti lõbumaja kunagise narkoparuni  Eric Eclundi  majas Tallinnas Lepiku 34B . ”	Toomas : “ Kogu sadamas toimuvat äri juhib Sergei ševaldai ( seda kinnitab politsei - toim ) , kes kasumi suurendamiseks avas lõbumaja kunagise narkoparuni Eric Eclundi majas Tallinnas Lepiku 34B . ”
477522	1338	1	"{""conj_acl"": 1}"	Koit Pikaro poolt mulle esitatud süüdistust uuris juba prokuratuur ja ei leidnud midagi .	Koit Pikaro poolt mulle esitatud süüdistust uuris prokuratuur ja ei leidnud midagi .
700948	723638	0	{}	Rohkem küsimusi kolleegidel ei ole .	Küsimusi kolleegidel ei ole .
228764	3563	1	"{""obl_nmod"": 1}"	""" Teda ravivad arstid teatasid mulle ohust kirjalikult juba 20. mail ."	""" Teda ravivad arstid teatasid mulle ohust 20. mail ."
102609	1595	0	{}	Saalis oli palju lapsi , kes etenduse teises osas lippasid pimedatesse vahekäikudesse , kus püüdsid esinejatega kaasa steppida .	Saalis oli lapsi , kes etenduse teises osas lippasid pimedatesse vahekäikudesse , kus püüdsid esinejatega kaasa steppida .
589923	805	1	"{""aux_cop"": 1, ""xcomp_csubj:cop"": 1}"	Nagu näha , on selles juba mõisteliselt püütud viidata ürituse põhitemaatikale , mis pole seksuaaläärmused ega pornograafia , milles üritust ja tema korraldajaid on püütud süüdistada .	Nagu näha , on selles püütud viidata ürituse põhitemaatikale , mis pole seksuaaläärmused ega pornograafia , milles üritust ja tema korraldajaid on püütud süüdistada .
613213	3096	0	{}	Mul on küll natuke raha kogutud , aga sellest ei piisa .	Mul on raha kogutud , aga sellest ei piisa .
556440	1783	1	"{""nummod_nsubj"": 1}"	Varahommikul politsei poole pöördunud Aleksandri ( 36 ) sõnul süttis samas tema VAZ-2103 .	Varahommikul politsei poole pöördunud Aleksandri ( 36 ) sõnul süttis tema VAZ-2103 .
411693	106044	0	{}	"Ma tahan veel karastuda . """	"Ma tahan karastuda . """
384920	1060	0	{}	Selleks on vene teadlane , endine nõukogulane Juri Jakovets , kelle sulest jõudis mullu Peipsi taga trükimusta ülikoolidelegi määratud õpik “ Tsivilisatsioonide ajalugu ” .	Selleks on vene teadlane , endine nõukogulane Juri Jakovets , kelle sulest jõudis Peipsi taga trükimusta ülikoolidelegi määratud õpik “ Tsivilisatsioonide ajalugu ” .
228905	1613	0	{}	Loomulikult , sest igasugune variant , mis aitab meie maja ehitamist rahastada , on vastuvõetav - tulgu raha siis tulude ümberjagamisest riigieelarves , riigi vara müügist , võlakirjade emiteerimisest või mõnest muust allikast .	, sest igasugune variant , mis aitab meie maja ehitamist rahastada , on vastuvõetav - tulgu raha tulude ümberjagamisest riigieelarves , riigi vara müügist , võlakirjade emiteerimisest või mõnest muust allikast .
146281	1151	0	{}	""" Kuidas kaks ühes suunas mõtlevat inimest juhuslikult kohtuvad . """	""" Kuidas kaks ühes suunas mõtlevat inimest kohtuvad . """
662376	523	0	{}	Üks skeptikust pealtvaataja tõi hiljem 1000 skorpioni juurde , sest arvas , et Samsuddin on oma skorpionidel mürgiastla ära murdnud .	Üks skeptikust pealtvaataja tõi 1000 skorpioni juurde , sest arvas , et Samsuddin on oma skorpionidel mürgiastla ära murdnud .
272809	2510	1	"{""nsubj_obj"": 1}"	Teenindajad märgivad , et happy-klubi veel tekkida pole jõudnud , kuna tegu on uue asjaga .	Teenindajad märgivad , et happy-klubi tekkida pole jõudnud , kuna tegu on uue asjaga .
370534	58193	0	{}	Olnuks suurim solvang pahvatada , et proua Intsi taolise naisega ei viitsiks ta eales pikemalt vestelda , sest vastasistuja oli ometi kogu elu pühendanud just selle naise tsiteerimisele , tema ümmardamisele , ta tujude täitmisele .	Olnuks suurim solvang pahvatada , et proua Intsi taolise naisega ei viitsiks ta vestelda , sest vastasistuja oli kogu elu pühendanud selle naise tsiteerimisele , tema ümmardamisele , ta tujude täitmisele .
83331	1656	0	{}	""" Saksa marka minu teada jagus ja meil küll sellist asja ei olnud , et oleksime seda 9 krooniga müünud , "" lisas ta ."	""" Saksa marka minu teada jagus ja meil sellist asja ei olnud , et oleksime seda 9 krooniga müünud , "" lisas ta ."
635926	2780	1	"{""cc_mark"": 1, ""conj_advcl"": 1}"	Alates selle sajandi algusest , eriti pärast I maailmasõda saab rääkida ka tööõiguse kui eraldi õigusharu tekkimisest .	Alates selle sajandi algusest , pärast I maailmasõda saab rääkida tööõiguse kui õigusharu tekkimisest .
105186	1271	0	{}	USA väited sadade vaenlase võitlejate hukkumisest lükkab Gulbuddin kindlalt tagasi .	USA väited sadade vaenlase võitlejate hukkumisest lükkab Gulbuddin tagasi .
697796	299	0	{}	ainult sex - normaalne	Sex - normaalne
680843	1151	0	{}	Teemaalgataja võiks saada oma teema pealkirja muuta , ent seda mingi kindla aja jooksul; niiviisi saaks kirjavigu parandada .	Teemaalgataja võiks saada oma teema pealkirja muuta , ent seda mingi kindla aja jooksul ; saaks kirjavigu parandada .
402812	4030	0	{}	Niisugust , mis lasevad projekti pisutki tõsisemalt võtta .	Niisugust , mis lasevad projekti võtta .
681406	90	0	{}	See kevade pilt on kuidagi ... eriti meeleolukas	See kevade pilt on ... meeleolukas
203459	1827	1	"{""nmod_obj"": 1}"	Venemaa välisminister Sergei Lavrov ründas samas Euroopa julgeoleku- ja koostööorganisatsiooni OSCE , mis kuulutas samuti valimistulemused ebademokraatlikuks .	Venemaa välisminister Sergei Lavrov ründas Euroopa julgeoleku- ja koostööorganisatsiooni OSCE , mis kuulutas valimistulemused ebademokraatlikuks .
401390	504	1	"{""nsubj_det"": 1, ""acl_conj"": 1}"	Esiteks tekitab see kohe assotsiatsiooni kusagilt mujalt , tookord Moskvast saadud materjalide mugandatud ümberjutustamisest .	Tekitab see assotsiatsiooni , Moskvast saadud materjalide mugandatud ümberjutustamisest .
703622	174202	0	{}	Ma arvan , et mõistlik on rääkida siiski asjadest otse ja selgelt .	Ma arvan , et mõistlik on rääkida asjadest .
342215	4332	0	{}	LHV rakendab oma klientidele investeerimis- ja kasvukontodelt raha välja kandmise piirangu , lubades välja kanda vaid 74 protsenti varadest .	LHV rakendab oma klientidele investeerimis- ja kasvukontodelt raha välja kandmise piirangu , lubades välja kanda 74 protsenti varadest .
705143	177224	0	{}	+kole_naine: teisitii kodukana leiad alati	+ kole_naine : teisitii kodukana leiad
497272	810	0	{}	Põhjusi on kaks : hokijuhid ise on liigselt lootnud kunagisele põlvkonnale ja riigist-sponsoritest koondise edu eriti ei sõltu .	Põhjusi on kaks : hokijuhid ise on lootnud kunagisele põlvkonnale ja riigist-sponsoritest koondise edu ei sõltu .
636643	233725	1	"{""advcl_conj"": 1}"	Mina leidsin samas vahemikus neid 3 , NR 902 ; NR 525 ; NR 564 , arvan , et kõige rohkem 100 koha lähedal on NR 902 , ehk amatöörist seltsimees avab ise kaardid , enne kui profiks saab - ei viitsi historit otsida - huvitav ju kõigil teada , kes on tulevikulootus .	Mina leidsin samas vahemikus neid 3 , NR 902 ; NR 525 ; NR 564 , arvan , et 100 koha lähedal on NR 902 , ehk amatöörist seltsimees avab ise kaardid , profiks saab - ei viitsi historit otsida - huvitav kõigil teada , kes on tulevikulootus .
438700	3247	1	"{""advcl_conj"": 1}"	Kunagi , kui ma gripis olin , lugesin läbi kõik Vetemaa teosed selles järjekorras nagu ta neid kirjutama hakkas .	, kui ma gripis olin , lugesin läbi kõik Vetemaa teosed selles järjekorras ta neid kirjutama hakkas .
223677	3050	0	{}	Eriti veel , kui kunstnik teeb seda ise .	Veel , kui kunstnik teeb seda .
63862	3887	0	{}	Ja võimalikult valjult .	Ja valjult .
659827	458	0	{}	Eesti ei ole Põhjala riik , kuni liiklusohvrite arv meie teedel on suhteliselt kolm korda suurem kui Soomes ja rasedusi katkestatakse samuti korda kolm rohkem kui Põhjamaades .	Eesti ei ole Põhjala riik , kuni liiklusohvrite arv meie teedel on kolm korda suurem kui Soomes ja rasedusi katkestatakse korda .
703743	3307	0	{}	Põllumajandusministeeriumi keskkonnabüroo peaspetsialist Enn Gutmann toob välja veel ühe põhjuse : eelnenud kümnenditel ehitati loomakasvatushooneid ja -komplekse , kuid sõnnikukäitlusele pöörati vähe tähelepanu .	Põllumajandusministeeriumi keskkonnabüroo peaspetsialist Enn Gutmann toob välja ühe põhjuse : eelnenud kümnenditel ehitati loomakasvatushooneid ja - komplekse , kuid sõnnikukäitlusele pöörati tähelepanu .
428319	241	1	"{""obj_nsubj:cop"": 1, ""mark_advmod"": 1}"	Seekord nalja nagu eriti ei saanud .	Nalja nagu ei saanud .
388025	122798	0	{}	Uskus nii , et ka tema ise uskuma hakkas .	Uskus , et tema ise uskuma hakkas .
56555	192	0	{}	"Filmi aluseks olev James Caini 1930. aastatel kirjutatud "" Postimees helistab alati kaks korda "" jutustab sellest , kuidas isepäise seikleja saabumine teeäärsesse kõrtsi lööb segi peremehetuiami ja ta ahvatleva naise elu ."	"Filmi aluseks olev James Caini 1930. aastatel kirjutatud "" Postimees helistab kaks korda "" jutustab sellest , kuidas isepäise seikleja saabumine teeäärsesse kõrtsi lööb peremehetuiami ja ta ahvatleva naise elu ."
320808	150	0	{}	"; Angeelika Kang ( 32 ) , Kodukirja köögitoimetaja ja telekokk , vaatab rahulolevalt oma uue raamatu "" Tordid "" müüginumbreid - see püsib juba hulk aega Harry Potteri kannul teisena edetabeleis ."	"; Angeelika Kang ( 32 ) , Kodukirja köögitoimetaja ja telekokk , vaatab oma uue raamatu "" Tordid "" müüginumbreid - see püsib hulk aega Harry Potteri kannul teisena edetabeleis ."
