COLLECTION	SPANSTART	TYPE	TEXT
624736	2404	O	Siinkohalt ohkas Aava sügavalt ning teatas , et eks temagi roolivarda purunemine reedel teisel kiiruskatsel oli jama ja tingitud liigsest tahtmisest : « Ju ma hakkasin pressima , et teisi mitte eest lasta ja lõikasin kurvi rohkem kui tarvis .
624736	2404	S	Siinkohalt ohkas Aava ning teatas , et temagi roolivarda purunemine reedel teisel kiiruskatsel oli jama ja tingitud liigsest tahtmisest : « ma hakkasin pressima , et teisi eest lasta ja lõikasin kurvi .
			
371112	2308	O	20. septembril läheb ligi miljon vabatahtlikku sukeldujat ja veearmastajat merd ja randa puhastama rohkem kui sajas riigis .
371112	2308	S	20. septembril läheb miljon vabatahtlikku sukeldujat ja veearmastajat merd ja randa puhastama .
			
239362	3290	O	Praegu viib kiirabi haiglasse vähem kui kolmandiku väljakutsujaist .
239362	3290	S	Viib kiirabi haiglasse .
			
463533	142	O	Põhivara on see , mida kasutatakse pikema aja jooksul , tavaliselt rohkem kui üks aasta ; kõik muu on käibevara .
463533	142	S	Põhivara on see , mida kasutatakse pikema aja jooksul , rohkem kui üks aasta ; kõik muu on käibevara .
			
316441	297	O	Seega sai toetusi vähem kui kolmandik taotlejaist , tegelik toetussumma oli aga ligi kaheksa korda väiksem kui taotletud toetuste kogusumma .
316441	297	S	Sai toetusi kui kolmandik taotlejaist , tegelik toetussumma oli aga ligi kaheksa korda väiksem kui taotletud toetuste kogusumma .
			
646986	568	O	Nüüd on kümne keskerakondlase seas ka Lenk ja Tuus algatanud vähem kui aasta jõus olnud vanemahüvitise seaduse muutmise seaduse , mis vastuvõtmisel kehtestaks kõigile võrdse keskmise palga suuruse vanemapalga .
646986	568	S	On kümne keskerakondlase seas Lenk ja Tuus algatanud aasta jõus olnud vanemahüvitise seaduse muutmise seaduse , mis vastuvõtmisel kehtestaks kõigile võrdse keskmise palga suuruse vanemapalga .
			
644277	183180	O	Allakirjutanu kohustub punktis 1 loetletud riikide pädevate asutuste esimese kirjaliku nõude korral tasuma nõutavad summad eespool nimetatud maksimumsumma ulatuses , ilma et makse tegemist saaks nõude esitamise kuupäevast alates rohkem kui 30 päeva võrra edasi lükata , välja arvatud juhul , kui tema või mõni teine asjaomane isik esitab enne kõnealuse tähtaja möödumist pädevale asutusele tõendi kõnealuse transiitveo lõppemise kohta .
644277	183180	S	Allakirjutanu kohustub punktis 1 loetletud riikide pädevate asutuste esimese kirjaliku nõude korral tasuma nõutavad summad nimetatud maksimumsumma ulatuses , makse tegemist saaks nõude esitamise kuupäevast alates 30 päeva võrra edasi lükata , välja arvatud juhul , kui tema või mõni teine asjaomane isik esitab enne kõnealuse tähtaja möödumist pädevale asutusele tõendi kõnealuse transiitveo lõppemise kohta .
			
452214	2908	O	Liia Hänni tehtud prognoosi kohaselt võib seekord Riigikogusse pääseda parimal juhul küll mõni naine rohkem kui seni ( praeguse 11 asemel 15-17 naist ) .
452214	2908	S	Liia Hänni tehtud prognoosi kohaselt võib Riigikogusse pääseda parimal juhul mõni naine .
			
476897	1511	O	Ühel tpoolt on neid samme-sammukesi pea samapalju kui kalendriaastas päevi .
476897	1511	S	Ühel tpoolt on neid samme-sammukesi pea kalendriaastas päevi .
			
612539	3995	O	Kivinukk teeb Pirital koos kogenud meeskonnakaaslastega viis korda nädalas trenni , kaks korda vähem kui meistriliiga konkurendid .
612539	3995	S	Kivinukk teeb Pirital kogenud meeskonnakaaslastega viis korda nädalas trenni .
			
201332	659	O	Maavalitsuse rahandusosakonna juhataja Maaja Toompuu tõdes , et Vormsi eelarves võib tõesti auk tekkida , kui raha kasutatakse rohkem kui ette nähtud , ja sinna , kuhu ei tohtinud .
201332	659	S	Maavalitsuse rahandusosakonna juhataja Maaja Toompuu tõdes , et Vormsi eelarves võib auk tekkida , kui raha kasutatakse , kuhu ei tohtinud .
			
3276	9006	O	Kui varem püüti firmasid “ enesele hoida ” , siis nüüd peetakse heaks tooniks , kui alustaval firmal on rohkem kui üks investor .
3276	9006	S	Kui püüti firmasid “ enesele hoida ” , peetakse heaks tooniks , kui alustaval firmal on üks investor .
			
687101	38360	O	ülejuhitav siis vastupidiselt tähendab seda , et auto keerab rohkem kui Sina rooli keerad .
687101	38360	S	Ülejuhitav tähendab seda , et auto keerab Sina rooli keerad .
			
310549	1008	O	Neljateistkümne aasta jooksul pole ei kohalik omavalitsus ega Eesti riik suutnud kahte talupidamist ja vähem kui kümmet inimest puudutavat probleemi lahendada .
310549	1008	S	Neljateistkümne aasta jooksul pole kohalik omavalitsus ega Eesti riik suutnud kahte talupidamist ja kümmet inimest puudutavat probleemi lahendada .
			
238552	171	O	Rohkem kui tunniajalise kauplemise järel oli Nasdaq 1,01 protsendiga plussis , Dow Jones kerkis 0,10 protsenti .
238552	171	S	Kui tunniajalise kauplemise järel oli Nasdaq 1,01 protsendiga plussis , Dow Jones kerkis 0,10 protsenti .
			
209895	221	O	Täna lõpeb pakkumiste tegemise tähtaeg Tallinnas Maakri ja Lennuki tänava kolmele garaažikrundile , mille eest on omanikele juba praegu pakutud rohkem kui 100 miljonit krooni .
209895	221	S	Lõpeb pakkumiste tegemise tähtaeg Tallinnas Maakri ja Lennuki tänava kolmele garaažikrundile , mille eest on omanikele pakutud rohkem kui 100 miljonit krooni .
			
624141	1376	O	Mai alguses Viru keskuses avatud R.I.F.F.is tööd alustanud inimestest on pinge praeguseks välja söönud rohkem kui pooled .
624141	1376	S	Mai alguses Viru keskuses avatud R . I . F . F . is tööd alustanud inimestest on pinge praeguseks välja söönud .
			
258227	355	O	Vähem kui nädal enne presidendivalimisi Venemaal teeb president Boriss Jeltsin viimaseid jõupingutusi võitmaks enda poole neid venemaalasi , keda turumajandusreformid ei ole hellitanud .
258227	355	S	Kui nädal enne presidendivalimisi Venemaal teeb president Boriss Jeltsin viimaseid jõupingutusi võitmaks enda poole neid venemaalasi , keda turumajandusreformid ei ole hellitanud .
			
537217	1566	O	Raha puudusel ei saa loomaaed vareste ning rottide tõrjeks kasutada erafirmade pakutavaid tõrjevahendeid , näiteks rotimürki , mida Fainšteini sõnul kuluks rohkem kui üks kilo päevas .
537217	1566	S	Raha puudusel ei saa loomaaed vareste ning rottide tõrjeks kasutada erafirmade pakutavaid tõrjevahendeid , näiteks rotimürki , mida Fainšteini sõnul kuluks üks kilo päevas .
			
450325	956	O	Juba keskkoolijärgse kutsevaliku ajal andis ta sõrme majandusteadusele ning tänaseks on see võtnud kaugelt rohkem kui terve käe .
450325	956	S	Keskkoolijärgse kutsevaliku ajal andis ta sõrme majandusteadusele ning on see võtnud terve käe .
			
438229	5026	O	Samas on riiklikul PEPil olnud ka oma positiivne roll Eesti panganduse sanitarina : üle on võetud rohkem kui viie raskustes olnud kommertspanga varasid , säilitades seal olnud hoiustajate raha .
438229	5026	S	On riiklikul PEPil olnud oma positiivne roll Eesti panganduse sanitarina : üle on võetud olnud , säilitades olnud hoiustajate raha .
			
134846	661	O	Sellest hoolimata istus alkoholijoobes Deniss vähem kui kuu aja pärast uuesti autorooli ja põhjustas surmaga lõppenud liiklusõnnetuse .
134846	661	S	Sellest hoolimata istus alkoholijoobes Deniss kuu aja pärast autorooli ja põhjustas surmaga lõppenud liiklusõnnetuse .
			
143425	2613	O	Veelgi lohutavam , kui nädalalõpus selle filmi vajajaid oleks vähem kui nautijaid .
143425	2613	S	Lohutavam , kui nädalalõpus selle filmi vajajaid oleks vähem kui nautijaid .
			
450107	1190	O	Rootsi välisministeerium andis eile Eestile üle rohkem kui pool sajandit Rootsi välisministeeriumi hoida olnud Eesti Sydney peakonsulaadi arhiivi aastaist 1930-1940.
450107	1190	S	Rootsi välisministeerium andis Eestile üle Rootsi välisministeeriumi hoida olnud Eesti Sydney peakonsulaadi arhiivi aastaist 1930 - 1940.
			
322736	683	O	Pisut rohkem kui nädala eest magas Pae 23a majas 62-aastane Maria , kui hommikul kõva kõmakas ta üles ajas .
322736	683	S	Magas Pae 23a majas 62-aastane Maria , kui hommikul kõva kõmakas ta üles ajas .
			
26180	763	O	Mõni minut hiljem vannutas president Kumaratunga ametisse 42 ministrit , mida on üle kahe korra rohkem kui tema esimeses valitsuses 1994. aastal .
26180	763	S	Vannutas president Kumaratunga ametisse 42 ministrit , mida on kahe korra rohkem kui tema esimeses valitsuses 1994. aastal .
			
436032	1348	O	Julgelt võib väita , et peab olema eriliselt lihtsameelne makstes tollis lõppkokkuvõttes eriliselt rohkem kui sada Saksa marka ehk kaheksasada krooni sõltumata sellest , kas tegu on kaks aastat vana Mondeo või kaheksakümne viienda aasta Hondaga .
436032	1348	S	Võib väita , et peab olema lihtsameelne makstes tollis lõppkokkuvõttes ehk kaheksasada krooni sõltumata sellest , tegu on kaks aastat vana Mondeo või kaheksakümne viienda aasta Hondaga .
			
51551	1038	O	Lootus , et midagi kunagi ka eesti keeles ilmuks , on rohkem kui nõrk .
51551	1038	S	Lootus , et midagi eesti keeles ilmuks , on rohkem kui nõrk .
			
62177	616	O	Eile pakkusid uurijad välja esimese selge õnnetusstsenaariumi , mille kohaselt stardirajale sattunud metalliriba lõhkus startiva lennuki ühe rehvi , ülespaiskunud kummitükid purustasid kütusepaagid ja põhjustasid tulekahju , vallandades sündmusteahela , mille tulemusel lennuk vähem kui kahe minuti pärast alla kukkus .
62177	616	S	Pakkusid uurijad välja esimese selge õnnetusstsenaariumi , mille kohaselt stardirajale sattunud metalliriba lõhkus startiva lennuki ühe rehvi , ülespaiskunud kummitükid purustasid kütusepaagid ja põhjustasid tulekahju , vallandades sündmusteahela , mille tulemusel lennuk kahe minuti pärast alla kukkus .
			
316479	510	O	Praegu on Eesti arstide palk keskmiselt üle 7000 krooni kuus , see on rohkem kui ühel kohal töötamisel välja teenitud palk .
316479	510	S	On Eesti arstide palk 7000 krooni kuus , see on ühel kohal töötamisel välja teenitud palk .
			
400357	2161	O	Arco Vara elamispindade grupi juhi Andrei Ostovi sõnul on kinnisvarabüroo vahendanud tänavu septembri-oktoobri jooksul Tallinnas koguni paar korteritehingut vähem kui mullu samal ajal.
400357	2161	S	Arco Vara elamispindade grupi juhi Andrei Ostovi sõnul on kinnisvarabüroo vahendanud septembri-oktoobri jooksul Tallinnas paar korteritehingut vähem kui samal ajal .
			
278535	841	O	Praegu on linnakohtus pooleli kohtuprotsess , kus Ühispank nõuab Välilt rohkem kui 140.
278535	841	S	On linnakohtus pooleli kohtuprotsess , kus Ühispank nõuab Välilt
			
303280	1951	O	Sellises mõõtkavas paikneb Eesti soodsalt : Portugali või Kreeka SKP elaniku kohta ( ostujõu pariteedi alusel ) oli 2003. aastal Eesti SKP-st elaniku kohta rohkem kui poolteist korda suurem , kuid teadus- ja arendustegevuse intensiivsus madalam .
303280	1951	S	Sellises mõõtkavas paikneb Eesti : Portugali või Kreeka SKP elaniku kohta ( ostujõu pariteedi alusel ) oli 2003. aastal Eesti SKP-st elaniku kohta poolteist korda suurem , kuid teadus- ja arendustegevuse intensiivsus madalam .
			
297092	2256	O	Kui tööandjale ületöö tagajärgedest teada anda või mõnda töökohustustele ei ütlemist ilusti põhjendada , hinnatakse seda rohkem kui kehvalt või pideva virisemise saatel saavutatud tulemust .
297092	2256	S	Kui tööandjale ületöö tagajärgedest teada anda või mõnda töökohustustele ei ütlemist põhjendada , hinnatakse seda saavutatud tulemust .
			
183146	4665	O	Kokku näeb rohkem kui 40 etendust , kus osaleb üle 700 esineja !
183146	4665	S	Näeb 40 etendust , kus osaleb üle 700 esineja !
			
505689	8	O	Kaks liibüalast , keda kahtlustatakse PanAmi lennuki õhkimises Šotimaal Lockerbie kohal rohkem kui 10 aastat tagasi , anti eile üle ÜRO ametnikele , kes eskortisid nad kohtupidamiseks Hollandisse .
505689	8	S	Kaks liibüalast , keda kahtlustatakse PanAmi lennuki õhkimises Šotimaal Lockerbie kohal , anti üle ÜRO ametnikele , kes eskortisid nad kohtupidamiseks Hollandisse .
			
461624	649	O	Vähi ütles , et kõrvutades tekkinud probleeme ja täielikku peataolekut Hoiupangas , on tal tekkinud arvamus , et Hoiupanga tegelikud juhid Joakim Helenius ja suuromanike EBRD ning Swedbanki esindajad Jonathan Harfield ning Lars-Olof Ödlund ei ole varem juhtinud kollektiive , kus oleks rohkem kui viis liiget .
461624	649	S	Vähi ütles , et kõrvutades tekkinud probleeme ja täielikku peataolekut Hoiupangas , on tal tekkinud arvamus , et Hoiupanga tegelikud juhid Joakim Helenius ja suuromanike EBRD ning Swedbanki esindajad Jonathan Harfield ning Lars-Olof Ödlund ei ole juhtinud kollektiive , kus oleks .
			
704489	833464	O	Kui 1940. aastal või õigemini enne seda oli Eestis umbes 1 250 000 lammast , siis tänaseks on neist vähem kui kümnendik elavate kirja jäänud .
704489	833464	S	Kui 1940. aastal või enne seda oli Eestis 1 250 000 lammast , on neist kümnendik elavate kirja jäänud .
			
658244	0	O	Eile alustas Läänemaal esimest korda kooliteed klassitäie jagu vähem lapsi kui mullu ja peaaegu poole vähem kui üheksa aastat tagasi .
658244	0	S	Alustas Läänemaal esimest korda kooliteed klassitäie jagu lapsi .
			
52107	15	O	"Eesti lapsed hindasid kahe viimase aasta parimaks kirjanikuks Ira Lemberi , kelle noorteraamat "" Musta Kaarna küüsis "" kogus vaid neli häält rohkem kui Edgar Valteri "" Pintselsabad "" ( 553 häält ) ."
52107	15	S	"Eesti lapsed hindasid kahe viimase aasta parimaks kirjanikuks Ira Lemberi , kelle noorteraamat "" Musta Kaarna küüsis "" kogus neli häält kui Edgar Valteri "" Pintselsabad "" ( 553 häält ) ."
			
545022	2388	O	Kindlustusinspektsiooni andmetel oli tänavu esimese poolaasta Eesti elukindlustusturu maht 45 miljonit krooni ( kogutud kindlustusmaksed ) ehk ligi kolmveerandi võrra rohkem kui mullu samal ajal .
545022	2388	S	Kindlustusinspektsiooni andmetel oli esimese poolaasta Eesti elukindlustusturu maht 45 miljonit krooni ( kogutud kindlustusmaksed ) ehk kolmveerandi võrra rohkem kui samal ajal .
			
704990	4362	O	Kokku oli neid inimesi eelmisel aastal üle 100 000 , sealhulgas enam kui 49 000 lapsehoolduspuhkusel olevat vanemat ja rohkem kui 17 000 puudega inimese hooldajat .
704990	4362	S	Oli neid inimesi eelmisel aastal 100 000 , 49 000 lapsehoolduspuhkusel olevat vanemat ja 17 000 puudega inimese hooldajat .
			
682411	6175	O	Kooli direktriss Irina Suprun on aktiivse kõnemaneeriga ega hoia värve kokku kirjeldamaks , kui tore on see , et rohkem kui 450 õpilasega koolis eesti keelt õpetatakse , ja kui tore on Raina .
682411	6175	S	Kooli direktriss Irina Suprun on aktiivse kõnemaneeriga ega hoia värve kokku kirjeldamaks , kui tore on see , et 450 õpilasega koolis eesti keelt õpetatakse , ja kui tore on Raina .
			
143443	4442	O	Ja samas on see sõna , mida rohkem kui 200 aasta vältel on Eestis kasutanud kõik leerid kõige usklikumatest kristlastest kõige uskmatumate antikristlasteni välja , et väljendada oma parteilist ühtekuuluvustunnet .
143443	4442	S	Ja on see sõna , mida on Eestis kasutanud kõik leerid usklikumatest kristlastest uskmatumate antikristlasteni välja , et väljendada oma parteilist ühtekuuluvustunnet .
			
536886	0	O	Punase Risti andmeil jagati möödunud aastal katastroofiabi rohkem kui eales varem , kuid see jagunes riikide vahel väga ebaõiglaselt .
536886	0	S	Punase Risti andmeil jagati möödunud aastal katastroofiabi , kuid see jagunes riikide vahel .
			
562871	1910	O	Ja et ka kuuekümnendatel loodud kunsti võib juba liigitada nn. antiigi rubriiki , mis maksab tunduvalt rohkem kui viiendajärgulised tööd praegustel kunstioksjonitel .
562871	1910	S	Ja et kuuekümnendatel loodud kunsti võib liigitada nn. antiigi rubriiki , mis maksab kui viiendajärgulised tööd praegustel kunstioksjonitel .
			
453589	262	O	Pärast seda , kui Shveitsi rahvas otsustas 1992. aasta referendumil mitte ühineda Euroopa Majandusruumiga ( EEA ) , mis tähendanuks tihedamat integratsiooni ELiga , on valitsus pidanud juba rohkem kui viis aastat ELiga läbirääkimisi , et saavutada Shveitsi ja ELi majandussuhetes hädavajalikud kokkulepped .
453589	262	S	Pärast seda , kui Shveitsi rahvas otsustas 1992. aasta referendumil ühineda Euroopa Majandusruumiga ( EEA ) , mis tähendanuks tihedamat integratsiooni ELiga , on valitsus pidanud viis aastat ELiga läbirääkimisi , et saavutada Shveitsi ja ELi majandussuhetes hädavajalikud kokkulepped .
			
257475	3360	O	Kui liikluses osalevatest autodest rohkem kui 35 protsendil on all naastrehvid , on see Tallinna Tehnikaülikoolis tehtud uuringu kohaselt teedele kahjulik .
257475	3360	S	Kui liikluses osalevatest autodest 35 protsendil on all naastrehvid , on see Tallinna Tehnikaülikoolis tehtud uuringu kohaselt teedele kahjulik .
			
405627	894	O	Imeväikses saal-võimlas on istet võtnud 20 last , rohkem kui pool õpilastest .
405627	894	S	Imeväikses saal-võimlas on istet võtnud 20 last pool õpilastest .
			
685018	3830	O	« Rohkem kui bussiaknast me Saksamaad ei näinud , kuid seevastu nägime tohututes kogustes Saksamaa hotelle . »
